;Date;sentiment
721;2011-06-20;-0.4816906
722;2011-06-21;-0.41828704
723;2011-06-22;-0.44910327
724;2011-06-23;-0.37817293
725;2011-06-24;-0.26467627
726;2011-06-27;-0.21503286
727;2011-06-28;-0.07835578
728;2011-06-29;-0.32336023
729;2011-06-30;-0.6602267
730;2011-07-01;-0.31719822
731;2011-07-05;-0.6558078
732;2011-07-06;-0.5615857
733;2011-07-07;-0.2607661
734;2011-07-08;-0.4219542
735;2011-07-11;-0.84839594
736;2011-07-12;-0.4682445
737;2011-07-13;-0.4011694
738;2011-07-14;-0.56418395
739;2011-07-15;-0.14873733
740;2011-07-18;-0.42129126
741;2011-07-19;-0.514332
742;2011-07-20;-0.29540586
743;2011-07-21;-0.42636052
744;2011-07-22;-0.5601665
745;2011-07-25;-0.33971152
746;2011-07-26;0.1445223
747;2011-07-27;-0.16899487
748;2011-07-28;-0.75594425
749;2011-07-29;-0.007969737
750;2011-08-01;-0.56983185
751;2011-08-02;-0.28853664
752;2011-08-03;-0.3407063
753;2011-08-04;-0.26148978
754;2011-08-05;-0.7046371
755;2011-08-08;-0.57015944
756;2011-08-09;-0.21974914
757;2011-08-10;-0.60429263
758;2011-08-11;-0.5051988
759;2011-08-12;-0.4579904
760;2011-08-15;-0.30917543
761;2011-08-16;-0.6244121
762;2011-08-17;-0.684587
763;2011-08-18;-0.32661524
764;2011-08-19;-0.48564506
765;2011-08-22;-0.22733629
766;2011-08-23;-0.36332884
767;2011-08-24;-0.16155669
768;2011-08-25;-0.6537176
769;2011-08-26;-0.52139837
770;2011-08-29;-0.511803
771;2011-08-30;-0.1742049
772;2011-08-31;-0.45066276
773;2011-09-01;-0.67187583
774;2011-09-02;-0.42554903
775;2011-09-06;-0.36696705
776;2011-09-07;-0.5890323
777;2011-09-08;-0.13915919
778;2011-09-09;-0.5850993
779;2011-09-12;-0.3289564
780;2011-09-13;-0.31454977
781;2011-09-14;-0.63711333
782;2011-09-15;-0.45053524
783;2011-09-16;-0.1644372
784;2011-09-19;-0.22032256
785;2011-09-20;-0.5232008
786;2011-09-21;-0.488089
787;2011-09-22;-0.58249
