Date;Close;ma7;ma21;26ema;12ema;MACD;20sd;upper_band;lower_band;ema;returns;^BSESN;^GSPC;^HSI;^N225;^NDX;^NYA;AAPL;AMZN;CRM;CSCO;GOOGL;HPQ;IBM;INTC;NOK;NVDA;ORCL;QCOM;RELIANCE.NS;SAP;HKD=X;INR=X;USDEUR=X;USDJPY=X;sentiment
2008-08-08;28.1299991607666;;;28.1299991607666;28.1299991607666;0.0;;;;28.1299991607666;;15167.8203125;1296.3199462890625;21885.2109375;13168.41015625;1926.22998046875;8460.3203125;24.22142791748047;80.51000213623047;17.397499084472656;24.25;247.75274658203125;20.8083553314209;128.80999755859375;24.229999542236328;27.06999969482422;11.0;23.520000457763672;55.86000061035156;562.9500122070312;57.7599983215332;7.758399963378906;;0.6644999980926514;110.16999816894531;-0.5197712000000001
2008-08-11;27.899999618530273;;;28.010576321528507;28.005416075388585;-0.0051602461399227195;;;;27.976666132609047;-0.00817630817981374;15503.919921875;1305.3199462890625;21859.33984375;13430.91015625;1941.22998046875;8492.9404296875;24.79428482055664;88.08999633789062;17.607500076293945;24.6200008392334;250.67066955566406;20.767484664916992;126.5999984741211;24.3799991607666;27.049999237060547;11.229999542236328;23.079999923706055;54.41999816894531;581.31201171875;57.380001068115234;7.758399963378906;;;;-0.13671991
2008-08-12;28.1200008392334;;;28.049891488313555;28.05013853518021;0.0002470468666544434;;;;28.072222603691948;0.00788534852011269;15212.1298828125;1289.5899658203125;21640.890625;13303.599609375;1941.0699462890625;8398.7099609375;25.247142791748047;87.25;17.579999923706055;24.5;251.55654907226562;20.74477767944336;125.22000122070312;24.520000457763672;26.56999969482422;11.069999694824219;22.899999618530273;54.209999084472656;586.81201171875;57.279998779296875;7.758399963378906;;;;-0.30117074
2008-08-13;27.90999984741211;;;28.010783898723407;28.00590222813617;-0.004881670587238318;;;;27.96407409950539;-0.0074680293582457535;15093.1201171875;1285.8299560546875;21293.3203125;13023.0498046875;1942.02001953125;8375.3896484375;25.614286422729492;86.69000244140625;17.287500381469727;24.309999465942383;250.2652587890625;20.712987899780273;125.80000305175781;24.1200008392334;25.8700008392334;12.260000228881836;23.010000228881836;55.38999938964844;584.2130126953125;57.29999923706055;7.758399963378906;;;;-0.61566126
2008-08-14;27.90999984741211;;;27.98741166153053;27.979845894046314;-0.007565767484216224;;;;27.92802459810987;0.0;14724.1796875;1292.9300537109375;21392.7109375;12956.7998046875;1964.3800048828125;8385.9697265625;25.617143630981445;88.02999877929688;16.80500030517578;24.670000076293945;252.9980010986328;20.663034439086914;126.94000244140625;24.360000610351562;25.950000762939453;13.0;23.190000534057617;56.349998474121094;569.1749877929688;57.34000015258789;7.758399963378906;;;;-0.39918765
2008-08-15;27.809999465942383;;;27.951877413743137;27.938564276429677;-0.013313137313460288;;;;27.84934117666488;-0.0035829588683784497;;1298.199951171875;21160.580078125;13019.41015625;1957.56005859375;8383.669921875;25.105714797973633;86.4000015258789;16.577499389648438;24.90999984741211;255.33033752441406;20.70390510559082;126.36000061035156;24.260000228881836;25.469999313354492;12.960000038146973;23.059999465942383;56.369998931884766;;56.75;7.758399963378906;;;;-0.58466274
2008-08-18;27.690000534057617;27.924285616193497;;27.905303968224825;27.883098146977527;-0.022205821247297308;;;;27.74311408159337;-0.004314956281524673;14645.66015625;1278.5999755859375;20930.669921875;13165.4501953125;1932.699951171875;8281.8603515625;25.055713653564453;83.11000061035156;16.15999984741211;24.489999771118164;249.39939880371094;20.254314422607422;124.58999633789062;24.010000228881836;25.290000915527344;13.220000267028809;22.770000457763672;55.34000015258789;556.2000122070312;56.189998626708984;7.758399963378906;;;;-0.56352323
2008-08-19;27.31999969482422;27.808571406773158;;27.810996946920028;27.76558817910934;-0.04540876781068803;;;;27.46103782374727;-0.013362254680288399;14543.73046875;1266.68994140625;20484.369140625;12865.0498046875;1908.6800537109375;8212.4697265625;24.790000915527344;81.29000091552734;16.3700008392334;24.239999771118164;245.49549865722656;19.841053009033203;122.55999755859375;23.59000015258789;25.09000015258789;13.420000076293945;22.559999465942383;54.790000915527344;554.9000244140625;56.029998779296875;7.758399963378906;;;;-0.54858106
2008-08-20;27.290000915527344;27.721428734915598;;27.733773897674563;27.67150009080767;-0.06227380686689443;;;;27.34701321826732;-0.001098051963102975;14678.23046875;1274.5400390625;20931.259765625;12851.6904296875;1913.02001953125;8276.91015625;25.1200008392334;82.12999725341797;16.325000762939453;24.229999542236328;242.74273681640625;20.96276092529297;122.51000213623047;23.389999389648438;25.209999084472656;14.079999923706055;22.65999984741211;54.95000076293945;561.5880126953125;55.7400016784668;7.758399963378906;;;;-0.14306101
2008-08-21;27.18000030517578;27.587142944335938;;27.65735853161527;27.578361072449066;-0.07899745916620304;;;;27.235671276206297;-0.00403080273584655;14243.73046875;1277.719970703125;20392.060546875;12752.2099609375;1906.739990234375;8314.1396484375;24.898571014404297;83.26000213623047;13.3125;24.229999542236328;243.50851440429688;21.094459533691406;122.98999786376953;23.049999237060547;25.600000381469727;13.619999885559082;22.299999237060547;54.709999084472656;553.1619873046875;56.0099983215332;7.758399963378906;;;;-0.12588553
2008-08-22;27.84000015258789;27.57714298793248;;27.681047207716365;27.62623471555067;-0.05481249216569495;;;;27.638557193794025;0.024282554819781588;14401.490234375;1292.199951171875;20392.060546875;12666.0400390625;1931.469970703125;8373.5498046875;25.255714416503906;85.26000213623047;13.992500305175781;24.709999084472656;245.54054260253906;21.37148094177246;124.93000030517578;23.489999771118164;26.309999465942383;13.609999656677246;22.700000762939453;55.40999984741211;561.2000122070312;56.119998931884766;7.758399963378906;;;;-0.08705594400000001
2008-08-25;27.65999984741211;27.54142870221819;;27.678461207872115;27.632238045149446;-0.046223162722668576;;;;27.65285229620608;-0.0064655281677162835;14450.349609375;1266.8399658203125;21104.7890625;12878.66015625;1889.719970703125;8229.0302734375;24.649999618530273;82.8499984741211;14.132499694824219;24.209999084472656;241.7467498779297;21.25794792175293;122.86000061035156;22.969999313354492;25.719999313354492;13.40999984741211;22.209999084472656;53.880001068115234;558.0;55.709999084472656;7.758399963378906;;;;-0.42006382
2008-08-26;27.270000457763672;27.46428598676409;;27.63061010467243;27.569339838760598;-0.06127026591183338;;;;27.397617737244474;-0.014099761091825425;14482.2197265625;1271.510009765625;21056.66015625;12778.7099609375;1886.3199462890625;8263.7197265625;24.805713653564453;81.76000213623047;14.140000343322754;24.110000610351562;237.31732177734375;21.28065299987793;122.5;23.149999618530273;26.040000915527344;13.09000015258789;22.149999618530273;53.5;544.8380126953125;55.77000045776367;7.806000232696533;43.67499923706055;0.6826900243759155;109.61000061035156;-0.50104225
2008-08-27;27.559999465942383;27.44571440560477;;27.622679689622323;27.567749471491027;-0.054930218131296726;;;;27.50587222304308;0.010634360224081041;14296.7900390625;1281.6600341796875;21464.720703125;12752.9599609375;1900.300048828125;8349.83984375;24.952857971191406;81.7300033569336;14.2524995803833;24.3700008392334;234.52452087402344;21.253406524658203;123.37999725341797;23.40999984741211;25.950000762939453;13.1899995803833;22.34000015258789;54.08000183105469;537.0;55.83000183105469;7.80679988861084;43.65399932861328;0.6790800094604492;109.54000091552734;-0.3430907
2008-08-28;27.940000534057617;27.534285954066686;;27.657006032079813;27.630107897186733;-0.026898134893080794;;;;27.795291097052775;0.013788137716941096;14048.33984375;1300.6800537109375;20972.2890625;12768.25;1915.1199951171875;8466.1201171875;24.81999969482422;83.41999816894531;14.425000190734863;24.65999984741211;237.1271209716797;21.494096755981445;124.58000183105469;23.59000015258789;25.84000015258789;13.140000343322754;22.639999389648438;53.970001220703125;517.7130126953125;56.439998626708984;7.806099891662598;43.650001525878906;0.6796200275421143;109.41999816894531;-0.2888873
2008-08-29;27.290000915527344;27.534285954066686;;27.618614282013358;27.57390253687535;-0.04471174513800591;;;;27.45843097603582;-0.023264123339509335;14564.5302734375;1282.8299560546875;21261.890625;13072.8701171875;1872.5400390625;8382.080078125;24.218570709228516;80.80999755859375;14.005000114440918;24.049999237060547;231.8768768310547;21.30790138244629;121.7300033569336;22.8700008392334;25.170000076293945;12.640000343322754;21.93000030517578;52.650001525878906;534.0499877929688;56.08000183105469;7.800899982452393;43.625;0.6816200017929077;108.79000091552734;-0.38144165
2008-09-02;27.100000381469727;27.522857393537247;;27.565970442120832;27.496470107222336;-0.06950033489849616;;;;27.21947724632509;-0.006962276573230564;15049.8603515625;1277.5799560546875;21042.4609375;12609.4697265625;1850.1400146484375;8296.9697265625;23.74142837524414;81.41000366210938;13.787500381469727;23.75;232.8578643798828;20.890100479125977;118.41000366210938;22.579999923706055;24.450000762939453;12.319999694824219;21.549999237060547;51.16999816894531;553.18798828125;55.33000183105469;7.80649995803833;44.25699996948242;0.6888999938964844;108.6500015258789;-0.5724812
2008-09-03;26.899999618530273;27.38857160295759;;27.500173698890663;27.399932492243934;-0.10024120664672864;;;;27.006492161128545;-0.007380101849600251;;1274.97998046875;20585.060546875;12689.58984375;1833.0899658203125;8269.25;23.851428985595703;80.7699966430664;13.494999885559082;23.309999465942383;232.43743896484375;20.476839065551758;118.33999633789062;21.540000915527344;23.530000686645508;11.65999984741211;21.190000534057617;49.2599983215332;;55.93000030517578;7.80649995803833;43.893001556396484;0.6903200149536133;108.3499984741211;0.29697022
2008-09-04;26.350000381469727;27.201428822108678;;27.3892803482078;27.231351947901054;-0.15792840030674782;;;;26.568830974689334;-0.020446068582159915;14899.099609375;1236.8299560546875;20389.48046875;12557.66015625;1774.780029296875;8008.25;23.031429290771484;78.02999877929688;13.475000381469727;22.280000686645508;225.35536193847656;20.19073486328125;115.0;20.520000457763672;22.309999465942383;11.5;19.93000030517578;48.540000915527344;538.06201171875;54.900001525878906;7.807300090789795;44.38800048828125;0.7010200023651123;106.7300033569336;-0.37808067
2008-09-05;25.649999618530273;26.97000013078962;;27.225252955540025;26.979138976321124;-0.24611397921890088;0.6164149137118233;;;25.956276737249958;-0.026565493465105172;14483.830078125;1242.31005859375;19933.279296875;12212.23046875;1768.22998046875;8033.759765625;22.882856369018555;79.19000244140625;13.612500190734863;22.260000228881836;222.34735107421875;20.417802810668945;114.33000183105469;20.610000610351562;20.6200008392334;11.670000076293945;20.06999969482422;47.66999816894531;520.2249755859375;54.20000076293945;7.80679988861084;44.573001861572266;0.7005299925804138;107.68000030517578;-0.33255997
2008-09-08;26.1200008392334;26.764286041259766;27.378095354352677;27.12308646855487;26.842882632803455;-0.28020383575141494;0.6604501722189942;28.698995698790664;26.05719500991469;26.065426138572253;0.01832363460791564;14944.9697265625;1267.7900390625;20794.26953125;12624.4599609375;1762.949951171875;8168.6201171875;22.559999465942383;81.16000366210938;13.712499618530273;23.3700008392334;210.1851806640625;20.77202606201172;117.29000091552734;20.969999313354492;19.889999389648438;11.1899995803833;19.260000228881836;46.279998779296875;533.2999877929688;53.880001068115234;7.80019998550415;44.17599868774414;0.6644499897956848;108.11000061035156;-0.29963487
2008-09-09;26.100000381469727;26.501428876604354;27.281428745814733;27.03022050075217;26.72562111009879;-0.3045993906533795;0.7015582047346679;28.68454515528407;25.878312336345395;26.088475633837234;-0.0007657142848797038;14900.759765625;1224.510009765625;20491.109375;12400.650390625;1721.550048828125;7871.14990234375;21.66857147216797;79.04000091552734;13.024999618530273;22.969999313354492;209.53953552246094;20.894641876220703;115.04000091552734;20.329999923706055;19.719999313354492;10.8100004196167;19.170000076293945;45.61000061035156;535.6380004882812;52.29999923706055;7.799600124359131;44.7859992980957;0.7067899703979492;107.27999877929688;-0.26590905
2008-09-10;26.440000534057617;26.380000250680105;27.211904979887464;26.977525788284748;26.68071648423341;-0.29680930405133665;0.692487988909602;28.596880957706666;25.826929002068262;26.32282556731749;0.01302682557925472;14662.6103515625;1232.0400390625;19999.779296875;12346.6298828125;1738.0699462890625;7957.259765625;21.658571243286133;76.73999786376953;14.022500038146973;22.989999771118164;207.28729248046875;21.235240936279297;118.04000091552734;20.15999984741211;20.049999237060547;10.819999694824219;19.15999984741211;46.72999954223633;520.6619873046875;52.189998626708984;7.797900199890137;45.058998107910156;0.7150999903678894;107.72000122070312;-0.5506634
2008-09-11;27.34000015258789;26.414285932268417;27.1747620900472;27.00940271074313;26.78401928686216;-0.2253834238809702;0.6716953488327451;28.51815278771269;25.83137139238171;27.00094195749776;0.03403931922660042;14324.2900390625;1249.050048828125;19388.720703125;12102.5;1773.6500244140625;8011.25;21.80714225769043;79.51000213623047;14.5;23.049999237060547;217.0920867919922;21.430517196655273;119.19999694824219;20.190000534057617;20.610000610351562;10.300000190734863;19.350000381469727;49.09000015258789;499.3500061035156;52.86000061035156;7.796599864959717;45.38999938964844;0.7144899964332581;106.9800033569336;-0.33893317
2008-09-12;27.6200008392334;26.51714324951172;27.160952613467263;27.062365754417563;26.914637398285876;-0.14772835613168667;0.6571250935092335;28.47520280048573;25.846702426448797;27.413647878654853;0.010241429593371931;14000.8095703125;1251.699951171875;19352.900390625;12214.759765625;1767.1300048828125;8091.83984375;21.277143478393555;78.30000305175781;14.300000190734863;23.459999084472656;219.04904174804688;21.330608367919922;118.97000122070312;20.15999984741211;20.649999618530273;10.1899995803833;19.610000610351562;47.91999816894531;483.1629943847656;53.189998626708984;7.7932000160217285;45.611000061035156;0.7022500038146973;107.94000244140625;-0.37399665
2008-09-15;26.81999969482422;26.584286008562362;27.10904784429641;27.041605950916555;26.899886099798355;-0.14171985111820007;0.6397483395645879;28.388544523425583;25.829551165167235;27.017882422767762;-0.02896455901886874;13531.26953125;1192.699951171875;;;1705.4599609375;7680.14990234375;20.051427841186523;77.33999633789062;13.699999809265137;22.3799991607666;217.1471405029297;20.585830688476562;115.19000244140625;19.360000610351562;20.079999923706055;9.300000190734863;19.010000228881836;46.81999969482422;471.73699951171875;54.02000045776367;7.791500091552734;45.83000183105469;0.7008200287818909;104.2509994506836;-0.36990118
2008-09-16;25.989999771118164;26.632857458932058;27.022381192161923;26.95256207767334;26.758347598488463;-0.19421447918487544;0.6659927858398019;28.354366763841526;25.69039562048232;26.332627321668028;-0.03094705194445735;13518.7998046875;1213.5999755859375;18300.609375;11609.7197265625;1724.0799560546875;7793.1298828125;19.98285675048828;78.7300033569336;14.0600004196167;22.799999237060547;221.6866912841797;21.984560012817383;116.05000305175781;19.479999542236328;20.3799991607666;9.59000015258789;18.959999084472656;47.91999816894531;482.01300048828125;56.38999938964844;7.775899887084961;46.689998626708984;0.7074599862098694;105.5199966430664;-0.32059124
2008-09-17;24.56999969482422;26.411428724016464;26.873809723626998;26.752936649066722;26.418517554884748;-0.3344190941819747;0.8519716866236504;28.5777530968743;25.169866350379696;25.15754223710549;-0.05463640203152076;13262.900390625;1156.3900146484375;17637.189453125;11749.7900390625;1632.449951171875;7440.39013671875;18.261428833007812;71.54000091552734;13.329999923706055;21.799999237060547;207.45245361328125;20.776567459106445;111.47000122070312;18.549999237060547;19.450000762939453;10.0;18.100000381469727;44.939998626708984;469.1629943847656;54.66999816894531;7.777900218963623;46.08700180053711;0.6978700160980225;104.31900024414062;-0.54400194
2008-09-18;25.260000228881836;26.29142870221819;26.775714510963077;26.62905259825357;26.23887011268723;-0.3901824855663385;0.9155327348855501;28.606779980734178;24.944649041191976;25.22584756495639;0.02808305016800494;13315.599609375;1206.510009765625;17632.4609375;11489.2998046875;1697.4200439453125;7775.16015625;19.15571403503418;76.5;13.827500343322754;22.799999237060547;219.759765625;21.40781021118164;115.12000274658203;19.260000228881836;20.06999969482422;10.890000343322754;18.75;46.70000076293945;484.56201171875;56.18000030517578;7.782700061798096;46.52899932861328;0.6990600228309631;105.5;-0.45736927
