Date;Close;20sd;returns;^BSESN;^HSI;^N225;^NDX;AAPL;AMZN;CRM;CSCO;GOOGL;HPQ;IBM;INTC;NOK;NVDA;ORCL;QCOM;RELIANCE.NS;SAP;sentiment
2008-08-08;28.1299991607666;0.6164149137118233;-0.00817630817981374;;;;;;;;;;;;;;;;;;;-0.5197712000000001
2008-08-11;27.899999618530273;0.6164149137118233;-0.00817630817981374;2.2158728311016285;-0.11821267715391715;1.9934069252499187;0.7787232133283251;2.365083119904532;9.414972053825178;1.2070757457818715;1.5257766566325603;1.1777560547312493;-0.19641468945020835;-1.7157046241440876;0.6190657093030572;-0.07388421865217598;2.090904929421167;-1.8707505335629482;-2.577877596978395;3.261746001164645;-0.6578900007971678;-0.13671991
2008-08-12;28.1200008392334;0.6164149137118233;0.007885348520112691;-1.8820404164420657;-0.9993404206690149;-0.9478921785189387;-0.008243957763776066;1.8264611158130606;-0.9535660946886848;-0.15618431048548542;-0.4874120030173623;0.35340373812851045;-0.10933912238294541;-1.090045237006898;0.5742465209858105;-1.7744900398322216;-1.4247538195379605;-0.7798973386949348;-0.3858858719927194;0.946135618931776;-0.17428073711541758;-0.30117074
2008-08-13;27.90999984741211;0.6164149137118233;-0.007468029358245754;-0.782334666754747;-1.606081369398349;-2.1088262795416424;0.04894585298196308;1.4541987345254581;-0.6418310127148996;-1.6638199289290223;-0.7755123839086275;-0.5133200816935024;-0.1532423251495607;0.4631862525160013;-1.631319784105567;-2.634545967748647;10.749779285125015;0.48035201827059115;2.176720762044382;-0.4429014695566891;0.03491700102984385;-0.61566126
2008-08-14;27.90999984741211;0.6164149137118233;0.0;-2.444427837471219;0.466769031514791;-0.5087134042607633;1.1513776957335242;0.011154744679608974;1.545733418102424;-2.7910343638293478;1.4808746123417649;1.0919383388621418;-0.24116974786573264;0.9061998108055747;0.9950238920712673;0.30923819524864005;6.035887090563752;0.7822698973720232;1.7331631974201844;-2.5740653795033874;0.06980962663167833;-0.39918765
2008-08-15;27.809999465942386;0.6164149137118233;-0.0035829588683784492;-0.5332693088271556;-1.0850932359773524;0.48322388634769453;-0.34718060009317764;-1.9964319222119942;-1.8516383914812917;-1.3537691841473687;0.9728405771217918;0.9218793886327958;0.19779605277430168;-0.4569102094687527;-0.4105105868807968;-1.8497165143458338;-0.30769201425405734;-0.5605910527009428;0.03549327117171597;-2.279610992086867;-1.0289503854514104;-0.58466274
2008-08-18;27.690000534057614;0.6164149137118233;-0.0043149562815246725;0.0;-1.086502144086643;1.1217101029142418;-1.2699537525164728;-0.19916240111682582;-3.8078713627590743;-2.518471166387315;-1.686070168071796;-2.322849207112365;-2.1715260028987937;-1.4007631085085182;-1.0305028756857681;-0.7067075095395392;2.0061745996646563;-1.2575846266042578;-1.8272109256938118;0.0;-0.9867865608652382;-0.56352323
2008-08-19;27.31999969482422;0.6164149137118233;-0.0133622546802884;-0.6959719562829147;-2.1322813981389244;-2.28173276392748;-1.2428156500119636;-1.0604876065835156;-2.1898684652368217;1.2995111002734427;-1.0208248360003336;-1.5653205922749214;-2.0403623887311095;-1.6293433172527405;-1.7492714381098895;-0.7908294017366257;1.5128578307516793;-0.9222704769410006;-0.9938547805277254;-0.23372667465615393;-0.2847479112342288;-0.54858106
2008-08-20;27.290000915527344;0.6164149137118233;-0.001098051963102975;0.9247971164550783;2.181617710226269;-0.10384238850853489;0.22738047751245105;1.3311815712735875;1.0333329172471206;-0.2748935490956006;-0.04125507003408524;-1.1213084785166916;5.653469681014789;-0.0407926104432077;-0.8478201002364516;0.4782739384415313;4.918031621907226;0.44326411275270594;0.292023808612063;1.205260044512002;-0.5175747048869139;-0.14306101
2008-08-21;27.18000030517578;0.6164149137118233;-0.00403080273584655;-2.960166083541549;-2.57604761866993;-0.7740652429675698;-0.32827828421857497;-0.8814881267171892;1.375873518327042;-18.453296307209655;0.0;0.3154687954555868;0.6282502999856998;0.39180125636213425;-1.4536133452759392;1.5470103576373573;-3.267045743178487;-1.5887052637940657;-0.43676374000828355;-1.5003926722339966;0.48438578208853666;-0.12588553
